break,pair,guessed,kick,snare,hat,ghost_snare,rms,peak,sub_r,low_r,mid_r,high_r,air_r,zcr,tail_ratio
Control_Break_2,4,hat,-0.557544,1.693058,2.623247,1.174147,0.062585,0.356766,0.003208,0.018356,0.170014,0.574112,0.185783,0.190538,0.0
Control_Break_2,5,hat,-0.427143,1.774194,2.423869,1.213018,0.071223,0.356766,0.021032,0.04973,0.058218,0.641645,0.171898,0.198085,0.862619
Control_Break_2,6,hat,-0.344325,1.468599,2.359816,1.119691,0.040372,0.279175,0.014648,0.072612,0.087534,0.53767,0.156104,0.208417,0.0
Control_Break_2,7,hat,-0.673561,1.645726,2.744025,1.287007,0.040464,0.271912,0.011769,0.01857,0.101625,0.636669,0.165168,0.209725,0.0
Control_Break_2,8,kick,1.868452,0.456196,-0.465175,0.092851,0.049607,0.22789,0.053985,0.430176,0.010757,0.024606,0.003286,0.059728,0.555041
Control_Break_2,9,kick,1.817728,0.444655,0.074919,0.109833,0.056173,0.266281,0.009181,0.625839,0.02549,0.153329,0.070022,0.126512,0.719738
Control_Break_2,10,kick,2.80345,-0.138686,-0.683672,-0.637906,0.186042,0.820984,0.098238,0.674784,0.005424,0.013983,0.002222,0.044859,0.235114
Control_Break_2,11,kick,2.456062,1.744152,-2.393687,0.781625,0.167743,0.917221,0.024685,0.645662,0.009864,0.028112,0.012787,0.054688,5.763785
Control_Break_2,12,kick,2.439387,0.134325,-0.419598,-0.406494,0.125832,0.558609,0.265102,0.322621,0.020288,0.069794,0.005564,0.073337,0.262082
Control_Break_2,13,hat,-0.480419,1.49751,2.615744,1.165292,0.038833,0.238861,0.03757,0.037946,0.084668,0.569699,0.196872,0.225391,0.0
Control_Break_2,14,kick,1.950283,0.382925,-0.178151,-0.235921,0.141302,0.616852,0.036804,0.397843,0.010084,0.030373,0.007824,0.06502,0.0
Control_Break_2,15,hat,-0.045702,1.260326,2.188523,0.902,0.048399,0.235077,0.046792,0.107673,0.051307,0.490698,0.17164,0.204828,0.0
Control_Break_2,16,hat,-0.620075,1.601781,2.834769,1.206589,0.050285,0.271484,0.025231,0.01745,0.077534,0.638152,0.187581,0.233871,0.0
Control_Break_2,17,kick,2.034175,0.28976,-0.301373,-0.243234,0.087033,0.363342,0.042966,0.435726,0.009132,0.017539,0.00133,0.047947,0.0
Control_Break_2,18,hat,-0.37927,1.490674,2.448961,1.11053,0.046767,0.300247,0.014686,0.061716,0.076612,0.562343,0.15675,0.211694,0.0
Control_Break_2,19,hat,-0.760859,1.660229,2.898307,1.308103,0.040625,0.231506,0.006783,0.014148,0.082535,0.661093,0.181894,0.219949,0.0
Control_Break_2,20,kick,1.23116,0.814646,0.342642,0.39758,0.054717,0.3302,0.025381,0.339694,0.036034,0.165507,0.055341,0.118448,0.528097
Control_Break_2,21,kick,1.957614,0.491045,-0.192773,0.139954,0.056302,0.279419,0.007117,0.665228,0.03114,0.138407,0.046712,0.131552,1.050013
Control_Kick_Break_-_2A,0,kick,4.194164,-0.949694,-1.595727,-1.260376,0.269084,0.560593,0.956154,0.039871,0.000221,0.000372,0.000202,0.007056,0.541263
Control_Kick_Break_-_2A,1,kick,3.68945,-0.82936,-1.18777,-0.902782,0.056065,0.301514,0.92777,0.001575,0.000651,0.045184,0.024572,0.047127,0.353365
Control_Kick_Break_-_2A,2,kick,3.749131,-0.633051,-1.27032,-0.998716,0.256395,0.946182,0.813063,0.099308,0.011007,0.053249,0.006108,0.029738,0.65826
Control_Kick_Break_-_2A,3,kick,2.531924,0.043826,-0.110257,-0.301069,0.07914,0.399734,0.675709,0.001093,0.005558,0.186016,0.129529,0.144909,0.929509
Control_Kick_Break_-_2A,4,kick,4.104413,-0.849616,-1.544549,-1.177053,0.261652,0.881195,0.893792,0.097246,0.000643,0.003464,0.001441,0.035786,0.648909
Control_Kick_Break_-_2A,5,kick,3.9404,-1.041421,-1.292158,-1.131978,0.066468,0.159683,0.965963,0.001659,0.002758,0.022991,0.001538,0.026462,0.0
Control_Kick_Break_-_2A,6,kick,1.720217,0.112266,0.730916,0.039228,0.032743,0.208282,0.547822,0.001269,0.010806,0.283608,0.139343,0.143397,0.0
Control_Kick_Break_-_2A,7,kick,4.092127,-0.841127,-1.534348,-1.170065,0.262646,0.922943,0.884036,0.106318,0.000705,0.003438,0.001615,0.038306,0.648162
Control_Kick_Break_-_2A,8,kick,1.212819,0.783076,1.129064,0.198424,0.136156,0.456192,0.333809,0.001264,0.125726,0.344604,0.102387,0.162022,0.0
Control_Kick_Break_-_2A,9,snare,1.36087,1.587144,0.036099,0.825303,0.243516,0.881744,0.383806,0.003898,0.047626,0.393226,0.082951,0.189264,3.203846
Control_Kick_Break_-_2A,10,kick,4.111737,-0.87484,-1.563498,-1.202164,0.273157,0.761841,0.893049,0.097969,0.000628,0.003052,0.001376,0.011593,0.620682
Control_Kick_Break_-_2A,11,kick,3.619623,-0.782897,-1.110077,-0.874472,0.058203,0.305298,0.911782,0.001647,0.000966,0.055787,0.029169,0.053175,0.356113
Control_Kick_Break_-_2A,12,kick,3.724364,-0.618933,-1.259954,-0.988777,0.256075,0.886734,0.803212,0.102676,0.010826,0.053914,0.006498,0.02621,0.659782
Control_Kick_Break_-_2A,13,kick,2.585054,-0.263341,0.161082,-0.538919,0.079902,0.301285,0.685513,0.001143,0.005587,0.181675,0.124336,0.137853,0.0
Control_Kick_Break_-_2A,14,hat,-0.251032,1.629784,2.363859,1.053784,0.080985,0.369492,0.048033,0.002862,0.113579,0.623803,0.071397,0.234123,0.0
Control_Kick_Break_-_2A,15,kick,4.050711,-1.00307,-1.264712,-1.2872,0.310433,0.988297,0.856977,0.130568,0.000927,0.004805,0.002222,0.053679,0.0
Control_Kick_Break_-_2A,16,kick,3.270963,-0.377012,-0.774241,-0.770094,0.206693,0.689926,0.788372,0.001628,0.024632,0.13674,0.016708,0.059224,0.512739
Control_Kick_Break_-_2A,17,kick,3.846053,-0.905437,-1.407443,-0.942808,0.050991,0.195572,0.960727,0.001694,0.003434,0.025993,0.002164,0.030494,0.396902
Control_Kick_Break_-_2A,18,kick,4.104574,-1.043489,-1.318529,-1.322535,0.31515,0.994446,0.889644,0.102514,0.000613,0.002523,0.00117,0.036794,0.0
Control_Kick_Break_-_2A,19,kick,4.184733,-1.109035,-1.374862,-1.375964,0.196077,0.597031,0.986405,0.001247,0.000158,0.007784,0.004186,0.012349,0.0
Control_Kick_Break_-_2A,20,kick,2.481773,-0.200485,0.031811,-0.325853,0.0493,0.262634,0.692486,0.001576,0.004742,0.176472,0.123955,0.135585,0.282633
Control_Kicks_-_1A,0,kick,4.198233,-0.967038,-1.587394,-1.274458,0.272043,0.547821,0.956405,0.040395,0.000231,6e-06,0.0,0.003276,0.497489
Control_Kicks_-_1A,1,kick,4.022269,-1.054054,-1.55123,-1.064805,0.04997,0.137238,0.998216,0.00173,3e-06,4e-06,1e-06,0.002268,0.310661
Control_Kicks_-_1A,2,kick,4.109066,-0.873274,-1.579087,-1.203914,0.265324,0.938705,0.87201,0.123059,0.000751,0.000274,1e-05,0.00378,0.62825
Control_Kicks_-_1A,3,kick,4.021932,-1.054699,-1.550539,-1.064818,0.049884,0.137573,0.998272,0.00167,3e-06,4e-06,1e-06,0.002268,0.308603
Control_Kicks_-_1A,4,kick,4.101326,-0.866819,-1.576501,-1.199071,0.264224,0.954575,0.864857,0.129968,0.000809,0.000282,1.2e-05,0.00378,0.633936
Control_Kicks_-_1A,5,kick,4.020833,-1.05522,-1.549923,-1.063873,0.049641,0.137787,0.998259,0.001686,3e-06,3e-06,1e-06,0.002268,0.306854
Control_Kicks_-_1A,6,kick,4.091399,-0.858882,-1.571101,-1.192844,0.265364,0.945847,0.855993,0.138563,0.000898,0.000342,1.5e-05,0.004788,0.638393
Control_Kicks_-_1A,7,kick,4.107264,-1.147063,-1.442195,-1.238499,0.068879,0.137177,0.998188,0.00176,3e-06,3e-06,1e-06,0.00252,0.0
Control_Kicks_-_1A,8,kick,4.093791,-1.052338,-1.350149,-1.3382,0.323654,0.984329,0.857982,0.136594,0.000909,0.000311,1.2e-05,0.00378,0.0
Control_Kicks_-_1A,9,kick,4.122496,-0.890426,-1.577311,-1.216883,0.276894,0.704742,0.885183,0.10983,0.000609,0.000157,6e-06,0.003528,0.598612
Control_Kicks_-_1A,10,kick,4.024141,-1.053167,-1.551749,-1.066476,0.050406,0.138519,0.998203,0.001742,3e-06,3e-06,1e-06,0.00252,0.312997
Control_Kicks_-_1A,11,kick,4.112695,-0.872741,-1.584479,-1.203533,0.266472,0.916565,0.874795,0.120607,0.000723,0.000223,9e-06,0.00378,0.637558
Control_Kicks_-_1A,12,kick,4.022137,-1.053884,-1.550908,-1.064567,0.049961,0.13826,0.998199,0.001746,3e-06,4e-06,1e-06,0.00252,0.310601
Control_Kicks_-_1A,13,kick,4.096475,-0.859824,-1.576568,-1.193549,0.266533,0.962921,0.86069,0.134048,0.000919,0.000349,1.3e-05,0.004788,0.645481
Control_Kicks_-_1A,14,kick,4.023138,-1.055242,-1.549724,-1.06687,0.050183,0.137527,0.998123,0.001823,3e-06,3e-06,1e-06,0.002268,0.306515
Control_Kicks_-_1A,15,kick,4.103326,-0.863855,-1.581657,-1.196724,0.266876,0.944748,0.866488,0.128596,0.000906,0.000276,1.2e-05,0.004284,0.646828
Control_Kicks_-_1A,16,kick,4.016826,-1.059883,-1.544311,-1.062634,0.04878,0.137772,0.998123,0.001824,3e-06,4e-06,1e-06,0.002268,0.29105
Control_Stutter_Break_-_7A,0,kick,3.901051,-0.721358,-1.44948,-1.083919,0.237054,0.916412,0.71804,0.259796,0.002925,0.004263,0.001294,0.022429,0.676063
Control_Stutter_Break_-_7A,1,kick,3.008705,-0.263738,-0.62148,-0.670759,0.094431,0.507477,0.31204,0.551019,0.005668,0.072665,0.042268,0.083921,0.501965
Control_Stutter_Break_-_7A,2,kick,3.316026,-0.320635,-0.928746,-0.739475,0.197717,0.961639,0.697441,0.126361,0.039114,0.098196,0.01475,0.066532,0.702595
Control_Stutter_Break_-_7A,3,kick,3.950467,-0.681906,-1.506358,-1.044928,0.275976,0.847183,0.830753,0.136219,0.001617,0.018165,0.007367,0.040575,0.910796
Control_Stutter_Break_-_7A,4,kick,3.11914,-0.28657,-0.647398,-0.696701,0.130305,0.63121,0.744074,0.008963,0.031208,0.14291,0.021127,0.072833,0.462204
Control_Stutter_Break_-_7A,5,kick,3.842452,-0.653979,-1.383738,-1.022965,0.222199,0.843063,0.689666,0.285746,0.003551,0.008292,0.005326,0.058468,0.737193
Control_Stutter_Break_-_7A,6,snare,0.880125,1.624188,0.678554,0.872808,0.21845,0.820908,0.229918,0.055329,0.076632,0.457854,0.064949,0.177671,2.231746
Control_Stutter_Break_-_7A,7,kick,3.801617,-0.711892,-1.318184,-1.074498,0.178339,0.630814,0.666835,0.29505,0.005875,0.008735,0.002802,0.025454,0.493275
Control_Stutter_Break_-_7A,8,kick,3.354095,-0.355758,-0.94433,-0.765384,0.198718,0.955307,0.709636,0.122617,0.030368,0.099431,0.012088,0.066532,0.687251
Control_Stutter_Break_-_7A,9,kick,3.981222,-0.706312,-1.522201,-1.064059,0.277958,0.917526,0.853768,0.115975,0.001612,0.017603,0.007444,0.038054,0.897037
Control_Stutter_Break_-_7A,10,kick,3.071076,-0.397473,-0.444659,-0.777649,0.184928,0.651932,0.734046,0.009371,0.033451,0.15036,0.022735,0.071321,0.0
Control_Stutter_Break_-_7A,11,kick,2.428893,0.154617,-0.247682,-0.354254,0.096644,0.567688,0.164294,0.537011,0.082025,0.099793,0.032908,0.105595,0.315833
Control_Stutter_Break_-_7A,12,snare,-0.49156,2.086545,1.765441,1.626997,0.029922,0.210205,0.006435,6.9e-05,0.416593,0.513303,0.010406,0.188004,0.231879
Control_Stutter_Break_-_7A,13,kick,3.691682,-0.566284,-1.31552,-0.960243,0.228298,0.875702,0.606557,0.339269,0.009098,0.012723,0.003319,0.040071,0.717984
Control_Stutter_Break_-_7A,14,kick,3.021719,-0.2682,-0.632238,-0.674845,0.094548,0.495346,0.312046,0.554613,0.00563,0.07059,0.041294,0.086442,0.504346
Control_Stutter_Break_-_7A,15,kick,3.333634,-0.335563,-0.947269,-0.75262,0.198211,0.939713,0.690761,0.13836,0.035729,0.094065,0.013177,0.064516,0.69518
Control_Stutter_Break_-_7A,16,kick,3.96046,-0.81537,-1.370613,-1.145886,0.181277,0.769104,0.85306,0.111103,0.001724,0.021829,0.008643,0.032006,0.507626
Control_Stutter_Break_-_7A,17,kick,3.773693,-0.614521,-1.327662,-0.991206,0.224234,0.826584,0.637359,0.330314,0.003282,0.006738,0.004786,0.069304,0.703366
Control_Stutter_Break_-_7A,18,snare,0.931746,1.611942,0.55247,0.852074,0.22012,0.807922,0.209628,0.0673,0.062599,0.421256,0.054057,0.182712,2.236367
Control_Stutter_Break_-_7A,19,kick,3.784847,-0.70095,-1.30893,-1.066192,0.179827,0.663071,0.661007,0.296997,0.006732,0.009741,0.003039,0.024446,0.494449
Control_Stutter_Break_-_7A,20,kick,3.408964,-0.401384,-0.985674,-0.804295,0.19651,0.96843,0.710261,0.133664,0.024738,0.086028,0.011424,0.066532,0.652062
Control_Stutter_Break_-_7A,21,kick,3.988544,-0.769565,-1.4749,-1.114343,0.241031,0.796509,0.836766,0.13814,0.001479,0.013439,0.005115,0.03251,0.700929
Control_Stutter_Break_-_7A,22,kick,2.374541,0.210537,-0.248167,-0.306135,0.095293,0.49353,0.18765,0.483628,0.092715,0.096209,0.036409,0.105595,0.35759
Control_Stutter_Break_-_7A,23,snare,0.477448,1.429711,1.109663,1.001595,0.047008,0.339554,0.009357,0.267237,0.195759,0.401545,0.034336,0.189264,0.67048
Control_Vocal_Break_-_1A,0,kick,3.811003,-0.729085,-1.336085,-1.092274,0.227726,0.628128,0.581767,0.412061,0.000936,0.000551,0.000261,0.017389,0.488913
Control_Vocal_Break_-_1A,1,kick,2.257327,0.97294,-0.682147,0.282493,0.191196,0.894318,0.365001,0.293624,0.013911,0.180455,0.141206,0.158518,3.262085
Control_Vocal_Break_-_1A,2,kick,2.464275,0.102034,-0.070248,-0.37405,0.133809,0.666733,0.512347,0.126944,0.078433,0.209725,0.030453,0.104083,0.277613
Control_Vocal_Break_-_1A,3,kick,2.904373,-0.103323,-0.649327,-0.583584,0.174052,0.607681,0.032914,0.861461,0.010116,0.039587,0.020487,0.120212,0.602569
Control_Vocal_Break_-_1A,4,hat,0.978389,1.025648,1.080206,0.525719,0.073625,0.448074,0.033146,0.412834,0.022432,0.31863,0.20022,0.199597,1.249724
Control_Vocal_Break_-_1A,5,kick,3.797087,-0.650259,-1.258761,-1.009497,0.199716,0.815521,0.792398,0.140565,0.031771,0.02548,0.006105,0.077117,0.530229
Control_Vocal_Break_-_1A,6,kick,3.171775,-0.305333,-0.878564,-0.755723,0.154046,0.558319,0.133445,0.803419,0.007239,0.014661,0.012664,0.072581,0.527637
Control_Vocal_Break_-_1A,7,snare,-0.039817,2.099863,1.609242,1.276431,0.168454,0.628632,0.004712,0.086766,0.148809,0.548198,0.092589,0.238659,1.713726
Control_Vocal_Break_-_1A,8,kick,3.464149,-0.481033,-1.105845,-0.894198,0.207943,0.664505,0.404182,0.535609,0.009831,0.016942,0.005251,0.042591,0.548287
Control_Vocal_Break_-_1A,9,kick,1.849462,1.008616,-0.085542,0.33411,0.139856,0.616425,0.24882,0.334814,0.020003,0.243741,0.144882,0.169355,2.563675
Control_Vocal_Break_-_1A,10,kick,1.832127,0.540602,0.394389,-0.019913,0.110249,0.738174,0.331182,0.174385,0.132706,0.264475,0.041963,0.128276,0.272639
Control_Vocal_Break_-_1A,11,kick,2.999648,-0.149525,-0.731208,-0.622034,0.162993,0.548355,0.091964,0.815269,0.007777,0.032152,0.025664,0.115423,0.674338
Control_Vocal_Break_-_1A,12,kick,1.321793,0.848711,0.668364,0.378092,0.069654,0.430191,0.036185,0.49492,0.029539,0.226909,0.197389,0.180948,1.331145
Control_Vocal_Break_-_1A,13,kick,3.859239,-0.691937,-1.30884,-1.044618,0.199711,0.748978,0.829415,0.109466,0.031807,0.019124,0.006899,0.070565,0.526275
Control_Vocal_Break_-_1A,14,kick,2.15872,0.100422,0.178343,-0.123393,0.053687,0.435745,0.590542,0.034132,0.019465,0.185004,0.165519,0.127268,0.679755
Control_Vocal_Break_-_1A,15,kick,3.376512,-0.448938,-0.810428,-0.826889,0.20373,0.911819,0.777531,0.051247,0.015525,0.107534,0.028025,0.08871,0.49612
Cool_Amen_-_7A,0,kick,3.72244,-0.667946,-1.283927,-1.042349,0.417221,0.973175,0.691307,0.228513,0.004132,0.016141,0.004614,0.011845,0.494295
Cool_Amen_-_7A,1,kick,2.972002,-0.114098,-0.780218,-0.596379,0.281955,0.827118,0.369536,0.41841,0.007528,0.059241,0.029821,0.073841,0.768231
Cool_Amen_-_7A,2,snare,0.563023,1.75054,0.837962,0.899263,0.178295,0.962433,0.104777,0.009159,0.402523,0.274748,0.036324,0.160786,0.557675
Cool_Amen_-_7A,3,hat,-0.133674,1.666947,2.406587,0.964002,0.109646,0.532867,0.091722,0.011626,0.068974,0.567558,0.225998,0.260585,0.822343
Cool_Amen_-_7A,4,hat,0.944472,1.00107,1.20204,0.35693,0.163269,0.762527,0.154908,0.117952,0.14068,0.31785,0.093959,0.179518,0.0
Cool_Amen_-_7A,5,snare,0.413647,1.840794,1.052283,0.994535,0.167835,0.929626,0.089494,0.021216,0.400916,0.34221,0.037426,0.176663,0.624338
Cool_Amen_-_7A,6,hat,-0.109326,1.6314,2.414125,0.93632,0.109807,0.54776,0.095761,0.013654,0.063206,0.562301,0.22911,0.263861,0.774449
Cool_Amen_-_7A,7,hat,1.027078,0.947032,1.177456,0.318499,0.158803,0.750107,0.183753,0.116742,0.141297,0.31907,0.0955,0.186203,0.0
Cool_Amen_-_7A,8,kick,3.328411,-0.305869,-1.094242,-0.75368,0.309365,0.849152,0.470101,0.387663,0.00597,0.022189,0.008564,0.071825,0.778133
Cool_Amen_-_7A,9,kick,3.067366,-0.186324,-0.820124,-0.651216,0.281454,0.79924,0.401434,0.410546,0.006046,0.054813,0.028076,0.077369,0.723097
Cool_Amen_-_7A,10,kick,3.283476,-0.298101,-1.088238,-0.754575,0.309797,0.869217,0.442883,0.404197,0.006392,0.022785,0.009314,0.044103,0.756227
Cool_Amen_-_7A,11,kick,3.11709,-0.220651,-0.857071,-0.679758,0.283685,0.841782,0.418185,0.404471,0.006056,0.050243,0.028184,0.072581,0.719185
Cool_Amen_-_7A,12,snare,0.576459,1.736734,0.834124,0.886163,0.170812,0.861633,0.108454,0.007879,0.407108,0.267082,0.040473,0.160534,0.532074
Cool_Amen_-_7A,13,hat,-0.367164,1.575323,2.867518,0.912552,0.11107,0.523529,0.038729,0.013335,0.074278,0.616356,0.211265,0.261341,0.0
Cool_Amen_-_7A,14,hat,1.003153,0.968434,1.204827,0.340379,0.159461,0.768982,0.195171,0.097451,0.143297,0.332018,0.090474,0.19139,0.0
Cool_Amen_-_7A,15,hat,-0.322373,1.563206,2.811333,0.91151,0.125006,0.612152,0.053253,0.004728,0.062435,0.637724,0.180462,0.263609,0.0
Cool_Amen_-_7A,16,hat,0.224336,1.263164,2.257023,0.638756,0.149997,0.598007,0.143645,0.029662,0.089624,0.531031,0.171455,0.22209,0.0
Cool_Amen_-_7A,17,snare,0.4331,1.79821,1.062332,0.95917,0.161829,0.960464,0.095723,0.020148,0.394626,0.338541,0.044351,0.168095,0.580789
Cool_Amen_-_7A,18,snare,0.41916,1.829213,1.033012,0.980627,0.169707,0.940826,0.088776,0.020315,0.404982,0.33719,0.038028,0.162802,0.602676
Cool_Amen_-_7A,19,hat,0.312016,1.049847,2.113748,0.717169,0.054947,0.450699,0.227285,0.012478,0.055166,0.484985,0.193274,0.248992,0.004471
Cool_Break_-_7A,0,kick,3.463228,-0.410857,-1.226998,-0.846716,0.289466,0.891312,0.517689,0.35939,0.012368,0.007448,0.001639,0.035282,0.711614
Cool_Break_-_7A,1,kick,3.470873,-0.404729,-1.098932,-0.812963,0.196763,0.679367,0.80469,0.010362,0.020242,0.070411,0.011825,0.06376,0.74319
Cool_Break_-_7A,2,snare,0.728057,1.36926,1.162959,0.670771,0.189513,0.975159,0.194645,0.030963,0.217184,0.444881,0.022556,0.15247,0.462129
Cool_Break_-_7A,3,snare,0.837257,1.353681,0.865469,0.634153,0.10067,0.532043,0.16801,0.015235,0.081988,0.337819,0.041149,0.202621,0.865991
Cool_Break_-_7A,4,hat,0.246022,1.643719,1.92602,0.967641,0.102245,0.691177,0.18444,0.012447,0.048941,0.607751,0.132304,0.288558,1.294545
Cool_Break_-_7A,5,snare,0.663072,1.426215,1.166967,0.709393,0.181508,0.964325,0.162743,0.026396,0.21656,0.416084,0.021229,0.176411,0.413119
Cool_Break_-_7A,6,kick,1.268258,1.077489,0.874785,0.475787,0.102516,0.565475,0.365331,0.034805,0.055791,0.469086,0.053347,0.213962,1.247464
Cool_Break_-_7A,7,snare,0.626733,1.489017,1.221945,0.768845,0.186925,0.956573,0.164595,0.02309,0.226764,0.424906,0.022402,0.213458,0.467996
Cool_Break_-_7A,8,hat,1.008658,0.744096,1.539404,0.128451,0.136247,0.842514,0.262629,0.030753,0.089501,0.176363,0.317423,0.234608,0.0
Cool_Break_-_7A,9,kick,3.54563,-0.433325,-1.258002,-0.855477,0.284659,0.847122,0.60076,0.280968,0.009275,0.008238,0.002862,0.066532,0.766147
Cool_Break_-_7A,10,kick,3.544693,-0.471603,-1.10784,-0.860949,0.188887,0.645615,0.830938,0.00936,0.012512,0.076428,0.012888,0.064012,0.72261
Cool_Break_-_7A,11,snare,0.694359,1.39361,1.197045,0.691703,0.187916,0.937485,0.189827,0.030137,0.225973,0.450709,0.02252,0.15499,0.446915
Cool_Break_-_7A,12,snare,0.695278,1.446933,0.816053,0.680059,0.111704,0.606842,0.099055,0.01066,0.082155,0.289678,0.045168,0.173891,0.839665
Cool_Break_-_7A,13,snare,0.513673,1.577977,1.195584,0.837447,0.107582,0.550705,0.132462,0.01141,0.077295,0.430644,0.062427,0.212954,1.129391
Cool_Break_-_7A,14,snare,0.703686,1.406893,1.150435,0.697762,0.183758,0.921448,0.1879,0.026832,0.226325,0.439196,0.021017,0.155494,0.483712
Cool_Break_-_7A,15,snare,1.14461,1.171812,0.946366,0.548882,0.104014,0.707825,0.336135,0.031765,0.071891,0.474548,0.055542,0.215726,1.251401
Cool_Break_-_7A,16,hat,-0.292963,1.454034,2.907003,0.750748,0.128262,0.859024,0.015065,0.04092,0.098029,0.375194,0.407714,0.315619,0.0
Cool_Break_-_7A,17,kick,3.552398,-0.434168,-1.253918,-0.854319,0.281067,0.885635,0.612835,0.268899,0.011018,0.009572,0.00304,0.071825,0.76459
Cosmik_Break_-_11A,0,kick,2.670764,-0.150669,-0.152802,-0.5903,0.306338,0.999939,0.317484,0.434934,0.034377,0.128097,0.042124,0.111471,0.0
Cosmik_Break_-_11A,1,kick,3.213811,-0.479852,-0.620602,-0.869327,0.183513,0.697479,0.412679,0.461367,0.02,0.044026,0.031462,0.100611,0.0
Cosmik_Break_-_11A,2,hat,1.144876,0.663219,1.249631,0.279241,0.067132,0.249268,0.282034,0.100551,0.078235,0.252392,0.190271,0.250868,0.0
Cosmik_Break_-_11A,3,hat,-0.483232,1.446009,3.030955,0.899731,0.074061,0.347473,0.021762,0.018976,0.058585,0.412975,0.409853,0.312064,0.0
Cosmik_Break_-_11A,4,hat,-0.677657,1.434442,3.41158,0.904515,0.069836,0.334015,0.008291,0.014031,0.046139,0.356222,0.546696,0.352407,0.0
Cosmik_Break_-_11A,5,hat,-0.187348,1.848081,2.135607,1.060811,0.186928,0.999939,0.001126,0.009609,0.292583,0.449352,0.12296,0.269909,0.0
Cosmik_Break_-_11A,6,hat,-0.575128,1.725635,3.100889,1.0229,0.099309,0.447784,0.002791,0.002316,0.126302,0.552781,0.292237,0.325605,0.0
Cosmik_Break_-_11A,7,hat,-0.556817,1.541046,3.081538,0.976889,0.077659,0.38707,0.009332,0.01638,0.061671,0.482771,0.356924,0.317036,0.0
Cosmik_Break_-_11A,8,hat,-0.692963,1.518251,3.424242,0.947728,0.079077,0.418488,0.001987,0.011697,0.03983,0.440265,0.472928,0.35947,0.0
Cosmik_Break_-_11A,9,hat,0.719735,1.133345,1.429461,0.460391,0.157261,0.807419,0.016785,0.238371,0.149265,0.301987,0.13102,0.21875,0.0
Cosmik_Break_-_11A,10,hat,0.029781,1.148884,2.554037,0.613725,0.07717,0.355042,0.0889,0.056614,0.060935,0.295825,0.4187,0.291835,0.0
Cosmik_Break_-_11A,11,hat,-0.104722,1.840606,1.980585,1.040888,0.17115,0.999939,0.005786,0.018084,0.328734,0.424467,0.110936,0.24748,0.0
Cosmik_Break_-_11A,12,hat,-0.560353,1.664413,2.975948,1.013237,0.084648,0.345093,0.002819,0.003772,0.160774,0.444282,0.357766,0.299974,0.0
Cosmik_Break_-_11A,13,hat,-0.687137,1.714021,3.383228,1.068717,0.106892,0.518448,0.00392,0.006418,0.023882,0.697646,0.2418,0.356099,0.0
Cosmik_Break_-_11A,14,hat,-0.668693,1.610601,3.426997,0.977253,0.093941,0.429825,0.00277,0.009967,0.032095,0.550899,0.374716,0.372656,0.0
Cosmik_Break_-_11A,15,snare,0.159427,1.787628,1.5636,0.961366,0.173539,0.938873,0.010803,0.056153,0.404452,0.327541,0.093268,0.224023,0.0
Cosmik_Break_-_11A,16,kick,1.386313,0.56205,1.236821,0.016212,0.105894,0.417969,0.251627,0.193444,0.076039,0.250625,0.205858,0.227823,0.0
Cumulus_Break_-_4A,0,kick,2.291383,0.015371,0.223105,-0.463056,0.226019,0.614609,0.087669,0.63546,0.021548,0.126594,0.0994,0.124433,0.0
Cumulus_Break_-_4A,1,kick,3.836753,-0.875245,-1.127894,-1.190655,0.202828,0.553726,0.650458,0.336119,0.001699,0.00551,0.004137,0.0554,0.0
Cumulus_Break_-_4A,2,kick,2.034964,0.009407,0.631743,-0.29186,0.072329,0.256912,0.414776,0.203352,0.010365,0.155024,0.203968,0.178534,0.0
Cumulus_Break_-_4A,3,hat,0.770836,0.590081,1.982596,0.221541,0.065497,0.375687,0.288168,0.048359,0.015618,0.225728,0.41531,0.240832,0.0
Cumulus_Break_-_4A,4,hat,0.179668,0.876276,2.547518,0.515374,0.05623,0.212448,0.152075,0.083521,0.009757,0.28024,0.468906,0.2774,0.0
Cumulus_Break_-_4A,5,hat,-0.102523,1.610116,2.247735,0.90425,0.243437,0.98996,0.035074,0.024821,0.156422,0.550135,0.106457,0.216461,0.0
Cumulus_Break_-_4A,6,hat,-0.484181,1.6839,2.988131,0.98706,0.282752,0.98996,0.010257,0.013448,0.119761,0.560115,0.264257,0.312378,0.0
Cumulus_Break_-_4A,7,hat,-0.377873,1.555396,3.062688,0.889689,0.140319,0.858994,0.054655,0.003646,0.083455,0.525439,0.3174,0.356951,0.0
Cumulus_Break_-_4A,8,hat,-0.37229,1.236609,3.089332,0.830065,0.055943,0.238205,0.092771,0.015618,0.034753,0.35545,0.494708,0.343551,0.0
Cumulus_Break_-_4A,9,hat,0.725516,0.802001,1.946947,0.287155,0.09065,0.512711,0.027153,0.343112,0.009777,0.346843,0.261599,0.251345,0.0
Cumulus_Break_-_4A,10,hat,-0.206572,1.585959,2.480879,0.908468,0.08977,0.688797,0.03971,0.027965,0.213934,0.424176,0.26883,0.257098,0.0
Cumulus_Break_-_4A,11,hat,-0.385121,1.281823,3.156615,0.784381,0.07447,0.428772,0.076981,0.019892,0.013636,0.443515,0.444367,0.309476,0.0
Cumulus_Break_-_4A,12,hat,-0.653352,1.577108,3.483639,0.921196,0.105134,0.471832,0.008155,0.011411,0.016696,0.568897,0.383386,0.357006,0.0
